Shipper/Exporter:	35.2	28.3
Heroe’s	35.2	42.7
Srl	82.5	42.7
Via	35.2	59.4
Bazzanese	49.6	59.4
32/7	91.2	59.4
40033	35.2	70.4
Casalecchio	60.6	70.4
di	107.9	70.4
Reno	117.1	70.4
BO	138.4	70.4
E-Mail:	35.2	81.3
info@heroesbranditalia.com	64.1	81.3
PI	35.2	92.3
/	44.5	92.3
CF:	50.2	92.3
02610500395	64.1	92.3
-	117.1	92.3
02610500395	122.3	92.3
Nr	35.2	103.2
REA:	46.2	103.2
BO-553272	65.8	103.2
Banca:	35.2	114.2
INTESA	62.9	114.2
SAN	91.7	114.2
PAOLO	109.0	114.2
IT44Z0306937133100000007249	137.8	114.2
Consignee/Bill	35.2	128.6
to:	93.5	128.6
Packing	472.8	127.5
List	534.5	127.5
EPIC	35.2	145.3
SPORTS	54.3	145.3
LTDA	85.4	145.3
-	107.3	145.3
CNPJ:65.751.802/0001-89	112.5	145.3
Number:	475.4	152.8
Date:	524.7	152.8
Address:	35.2	156.3
Avenida	69.8	156.3
Santo	102.1	156.3
Amaro,1775,	125.2	156.3
04505-003	174.7	156.3
Vila	216.8	156.3
Nova	233.5	156.3
Conceição	254.9	156.3
00000	35.2	167.2
Vila	60.6	167.2
Nova	77.3	167.2
Conceição	98.6	167.2
São	139.6	167.2
Paulo/SP	155.1	167.2
202	484.3	168.4
16/04/2026	512.8	168.4
Currency	69.5	183.9
Incoterms	199.8	183.9
By	345.7	183.9
Payment	454.3	183.9
terms	488.9	183.9
BONIFICO	409.7	196.0
ANTICIPATO	449.4	196.0
50%,	497.8	196.0
SALDO	518.0	196.0
90	545.7	196.0
EUR	78.2	201.2
EX	198.4	201.2
WORKS	209.9	201.2
Nave	340.8	201.2
GG	464.7	207.0
DFFM	478.5	207.0
Units	34.7	227.2
per	54.8	227.2
CTNS	68.7	227.2
NCM	110.2	227.2
Items	169.3	227.2
description	190.6	227.2
Amount	256.0	227.2
Unit	290.9	227.2
weight	307.6	227.2
Unit	333.8	227.2
gross	350.6	227.2
weight	371.3	227.2
(Kg)	396.1	227.2
Total	416.9	227.2
net	437.0	227.2
weight	449.7	227.2
Total	476.5	227.2
gross	496.7	227.2
weight	517.4	227.2
(Kg)	542.2	227.2
600	56.6	239.9
4202	95.5	239.9
2210	116.2	239.9
00	137.0	239.9
GRAVITY	163.8	239.9
ARION	205.3	239.9
23.688,00	251.4	239.9
0,90	302.4	239.9
1,00	365.3	239.9
690,00	431.8	239.9
747,00	505.1	239.9
1000	54.3	252.6
4202	96.6	252.6
221000	117.4	252.6
WASH	159.8	252.6
BAG	188.6	252.6
ARION	209.3	252.6
6.500,00	253.7	252.6
0,16	302.4	252.6
0,17	365.3	252.6
160,00	431.8	252.6
169,00	505.1	252.6
50	58.9	265.3
4819	95.5	265.3
1000	116.2	265.3
00	137.0	265.3
Imballaggio	160.0	265.3
56x47x34	202.1	265.3
0	267.6	265.3
1,00	302.4	265.3
1,00	365.3	265.3
50,00	434.1	265.3
50,00	507.4	265.3
30	58.9	277.9
4819100000	97.8	277.9
Box	152.8	277.9
thunder	169.6	277.9
26	197.8	277.9
64x60x46	209.3	277.9
0	267.6	277.9
0,10	302.4	277.9
0,10	365.3	277.9
3,00	436.5	277.9
3,00	509.7	277.9
20	58.9	290.6
4819	95.5	290.6
1000	116.2	290.6
00	137.0	290.6
imballo	150.0	290.6
60x30x49	177.0	290.6
wash	215.1	290.6
bag	235.3	290.6
0	267.6	290.6
1,55	302.4	290.6
1,55	365.3	290.6
31,00	434.1	290.6
31,00	507.4	290.6
Manufacturer:	35.2	322.3
Heroe’s	86.0	322.3
Srl	116.5	322.3
Heroe’s	35.2	335.0
Srl	65.8	335.0
Via	35.2	346.5
Bazzanese	49.6	346.5
32/7	88.3	346.5
40033	106.7	346.5
Casalecchio	132.1	346.5
di	176.5	346.5
Reno	185.1	346.5
BO	205.9	346.5
IT	220.9	346.5
E-Mail:	35.2	358.1
info@heroesbranditalia.com	63.5	358.1
PI/CF:	35.2	369.6
02610500395	61.2	369.6
-	114.2	369.6
02610500395	120.0	369.6
Nr	173.0	369.6
REA:	185.1	369.6
BO-553272	206.4	369.6
Bank:	35.2	381.1
INTESA	57.7	381.1
SAN	91.7	381.1
PAOLO	112.5	381.1
IT44Z0306937133100000007249	145.3	381.1
Country	35.2	393.8
of	65.8	393.8
origin/acquisition:	75.0	393.8
Italy	211.6	393.8
Delivery	133.8	793.2
terms:	161.5	793.2
EXW	184.5	793.2
(Ex	200.7	793.2
Works)	211.6	793.2
-	235.8	793.2
Our	239.9	793.2
warehouse	253.7	793.2
in	290.6	793.2
135	298.1	793.2
BONHAM	311.9	793.2
STRAND,	343.6	793.2
SHEUNG	372.5	793.2
WAN,	400.1	793.2
HONG	420.3	793.2
KONG	441.6	793.2
For	235.0	802.9
and	250.0	802.9
on	267.3	802.9
behalf	279.9	802.9
of	307.0	802.9
Heroe’s	317.4	802.9
Srl	349.1	802.9
