SOLICITAÇÃO	156.4	16.4
DE	288.1	16.4
NUMERÁRIO	319.4	16.4
DE	251.8	39.3
DUIMP	283.1	39.3
EMITIDO	30.6	88.7
EM:	63.9	88.7
19/06/2026	79.8	88.7
12:37:23	119.4	88.7
VENCIMENTO:	472.6	88.7
26/06/2026	527.2	88.7
A	33.6	103.1
EPIC	33.6	115.2
SPORTS	53.2	115.2
LTDA	86.1	115.2
RUA	33.6	127.4
DO	51.5	127.4
ROCIO,	64.8	127.4
199,	93.6	127.4
CJ	110.3	127.4
71	121.5	127.4
/	132.0	127.4
72,	136.1	127.4
VILA	148.6	127.4
OLIMPIA	167.0	127.4
SAO	33.6	139.5
PAULO	51.5	139.5
-	79.0	139.5
65.751.802/0001-89	83.6	139.5
S/REFERÊNCIA	33.6	160.0
INV.	125.5	160.0
181/202/203/244/245/246	142.2	160.0
EMBARQUE	240.9	160.0
MARITIMA	303.5	160.0
ENTRADA	390.6	160.0
N/REFERÊNCIA	33.6	172.1
D00358/26	125.5	172.1
AWB/BL	240.9	172.1
HKSTS26054756	303.5	172.1
INVOICE	390.6	172.1
181	472.7	172.1
EXPORTADOR	33.6	184.3
HEROES	125.5	184.3
SRL	159.3	184.3
FOB	33.6	197.9
EUR	210.6	197.9
288.195,20	246.0	197.9
R$	344.8	197.9
1.706.259,68	381.4	197.9
5,9205000	446.4	197.9
19/06/2026	524.2	197.9
ACRÉSCIMO	33.6	210.1
EUR	210.6	210.1
0,00	269.0	210.1
R$	344.8	210.1
0,00	410.6	210.1
5,9205000	446.4	210.1
19/06/2026	524.2	210.1
DEDUÇÃO	33.6	222.2
EUR	210.6	222.2
0,00	269.0	222.2
R$	344.8	222.2
0,00	410.6	222.2
5,9205000	446.4	222.2
19/06/2026	524.2	222.2
FRETE	33.6	234.4
USD	210.6	234.4
3.875,00	254.4	234.4
R$	344.8	234.4
20.000,04	391.8	234.4
5,1613000	446.4	234.4
19/06/2026	524.2	234.4
SEGURO	33.6	246.6
0,00	269.0	246.6
R$	344.8	246.6
0,00	410.6	246.6
VALOR	33.6	258.7
CIF	61.1	258.7
EUR	210.6	258.7
291.573,30	246.0	258.7
R$	344.8	258.7
1.726.259,72	381.4	258.7
5,9205000	446.4	258.7
19/06/2026	524.2	258.7
DESPESAS	31.3	279.3
A	80.6	279.3
SEREM	89.2	279.3
DEBITADAS	122.1	279.3
DE	174.7	279.3
NOSSA	189.0	279.3
CONTA:	222.0	279.3
341	257.8	279.3
BANCO	274.6	279.3
ITAU	308.5	279.3
S	330.9	279.3
A	339.1	279.3
AGÊNCIA:	347.7	279.3
0772	392.6	279.3
CONTA:	414.1	279.3
68018-7	449.9	279.3
AFRMM	33.6	300.9
R$	342.3	300.9
2.000,00	393.3	300.9
ICMS	33.6	314.6
R$	342.3	314.6
556.000,00	385.0	314.6
IMPOSTO	33.6	328.2
IMPORTAÇÃO	70.3	328.2
R$	342.3	328.2
343.800,00	385.0	328.2
IMPOSTO	33.6	341.9
PRODUTO	70.3	341.9
INDUSTRIALIZADO	109.9	341.9
R$	342.3	341.9
253.500,00	385.0	341.9
PIS/PASEP	33.6	355.5
R$	342.3	355.5
37.700,00	389.2	355.5
COFINS	33.6	369.2
R$	342.3	369.2
167.900,00	385.0	369.2
TAXA	33.6	382.8
DE	55.3	382.8
UTILIZAÇÃO	67.8	382.8
DO	114.0	382.8
SISCOMEX	127.4	382.8
R$	342.3	382.8
223,64	399.6	382.8
FRETE	33.6	396.5
INTERNACIONAL	60.3	396.5
R$	342.3	396.5
28.600,00	389.2	396.5
DESCONSOLIDACAO	33.6	410.2
R$	342.3	410.2
600,00	399.6	410.2
ARMAZENAGEM	33.6	423.8
SANTOS	94.4	423.8
BRASIL	127.4	423.8
R$	342.3	423.8
9.000,00	393.3	423.8
ARMAZENAGEM	33.6	437.5
CNAGA	94.4	437.5
R$	342.3	437.5
8.500,00	393.3	437.5
FRETE	33.6	451.1
(REMOCAO)	60.3	451.1
R$	342.3	451.1
7.300,00	393.3	451.1
FRETE	33.6	464.8
(ENTREGA)	60.3	464.8
R$	342.3	464.8
5.600,00	393.3	464.8
SDA	33.6	478.5
R$	342.3	478.5
2.310,00	393.3	478.5
HONORARIOS	33.6	492.1
R$	342.3	492.1
1.621,00	393.3	492.1
DESPESAS	33.6	505.8
DIVERSAS	76.1	505.8
R$	342.3	505.8
900,00	399.6	505.8
TOTAL	33.6	519.4
R$	342.9	519.4
1.425.554,64	379.3	519.4
TOTAL	33.6	542.1
DESPESAS	60.7	542.1
DO	103.6	542.1
PROCESSO	116.9	542.1
R$	345.0	542.1
1.425.554,64	381.4	542.1
BECHTRANS	30.6	561.7
MATRIZ	79.8	561.7
-	110.2	561.7
00.012.365/0001-36	114.8	561.7
ESTIMADO	30.6	580.1
CLIENTE,	71.9	580.1
INFORMAMOS	30.6	598.2
QUE	84.3	598.2
OS	102.7	598.2
VALORES	115.6	598.2
FORAM	153.1	598.2
ESTIMADOS	182.3	598.2
COM	228.6	598.2
BASE	248.1	598.2
NOS	270.2	598.2
DADOS	288.6	598.2
E	317.3	598.2
INFORMAÇÕES	324.4	598.2
CONSTANTES	382.3	598.2
NOS	435.7	598.2
DOCUMENTOS	454.0	598.2
DE	510.3	598.2
IMPORTAÇÃO	30.6	607.4
APRESENTADOS.	83.1	607.4
ASSIM,	149.0	607.4
SOLICITAMOS	176.5	607.4
A	229.8	607.4
GENTILEZA	236.9	607.4
DE	280.7	607.4
EFETUAREM	293.2	607.4
O	341.5	607.4
DEPÓSITO	349.4	607.4
BANCÁRIO	390.3	607.4
OU	431.5	607.4
TRANSFERÊNCIA	444.9	607.4
ELETRÔNICA	510.3	607.4
(TED)	30.6	616.5
EM	52.7	616.5
NOME	66.0	616.5
DE:	90.6	616.5
BECHTRANS	30.6	625.7
LOGÍSTICA	78.9	625.7
INTERNATIONAL	121.0	625.7
LTDA	183.1	625.7
CNPJ:	204.4	625.7
00.012.365/0001-36	228.1	625.7
BANCO:	30.6	634.8
341	61.4	634.8
ITAÚ	76.0	634.8
UNIBANCO	95.2	634.8
S.A	136.9	634.8
AGÊNCIA:	151.0	634.8
0772	30.6	644.0
VIEIRA	49.4	644.0
DE	76.0	644.0
MORAIS	88.5	644.0
//	120.2	644.0
CONTA	126.5	644.0
CORRENTE:	154.8	644.0
68.018-7.	201.1	644.0
**CHAVE	30.6	671.2
PIX:	64.4	671.2
ADIANTAMENTO@BECHTRANS.COM.BR	80.6	671.2
SOLICITADO	29.8	705.1
POR:	77.4	705.1
CONFERIDO	251.5	705.1
POR:	298.6	705.1
GILMAR	29.8	734.5
BUENO	61.5	734.5
_____________________	251.5	734.5
BECHTRANS	236.3	802.7
MATRIZ	275.6	802.7
-	299.9	802.7
00.012.365/0001-36	303.6	802.7
EMITIDO	28.3	811.4
19/06/2026	55.0	811.4
